RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
13878,13180,118084,118085,117920,118129,132803,118131,118132,1
28149,56201,91261,118026,118746,119962,168365,118205,119964,1
34305,22361,119402,119403,117878,127389,127390,19721,127391,1
74526,3697,117961,118327,118933,126293,162849,4673,126295,1
18058,124033,124034,124035,117945,280788,126042,292795,119082,1
1937,2104,117961,118300,118066,118636,130218,118638,118639,1
40645,46832,117989,117990,118810,119899,129197,19793,119900,0
75628,53337,117961,118327,118862,118054,120716,117887,118055,1
14354,19051,117929,117930,117884,118568,281735,19721,118570,1
15818,2017,117961,118327,121645,124886,147144,118643,124888,1
15714,3237,117961,119256,119257,117946,118806,292795,117948,1
19815,4151,118990,118991,118992,128230,302830,4673,128231,1
14910,873,117961,118413,120526,118321,118448,290919,118322,1
25883,59312,118550,118551,118378,118054,132841,117887,118055,1
79422,70691,118315,118463,119214,118321,150358,290919,118322,1
17308,4274,117961,118327,118744,120591,183734,119095,120593,1
33642,46514,117961,118300,120059,119849,310589,118638,119851,1
18267,3053,117961,118225,120663,121594,131163,4673,121596,0
34628,59312,118550,118551,118378,118054,228595,117887,118055,1
42031,28245,118315,118463,123089,118321,117906,290919,118322,1
90700,50806,117961,118446,119961,118259,118260,290919,118261,1
107218,3788,117961,118343,120722,118784,117906,290919,118786,1
3719,994,117961,118300,120312,120516,123107,120518,120519,1
33241,16703,117961,118052,120671,120357,120065,118424,120359,1
35502,818,117961,118300,123719,118784,240983,290919,118786,1
33642,12239,117978,117979,117941,118568,131694,19721,118570,1
52367,54618,117961,118052,118992,118321,117906,290919,118322,0
3853,4589,117961,118327,120383,118784,200462,290919,118786,1
32270,45963,117961,118386,118896,122645,309858,119221,122647,0
28564,31433,119828,119829,117895,118568,267952,19721,118570,1
45481,15902,117961,118052,120398,118834,136989,118424,118836,1
36023,1938,117961,118300,118066,179731,304465,117887,117973,1
5893,5899,117961,118327,120318,118641,120319,118643,118644,1
27348,5183,118290,118291,119837,118834,169002,118424,118836,1
79299,54655,121005,121006,118575,259173,142741,292795,118943,1
16162,7578,117961,118343,120722,118784,117906,290919,118786,1
55975,2299,117961,117962,119223,121594,127596,4673,121596,1
6977,2163,117935,117936,120694,118636,130218,118638,118639,0
42636,6220,117961,118327,121645,122269,122270,118643,122271,1
75078,83351,117961,118386,119954,118054,118054,117887,118055,1
23497,23118,117961,118343,118833,118834,309123,118424,118836,1
16116,23347,117961,118052,119408,118777,279443,308574,118779,1
45440,3918,117961,118343,118660,118912,309291,118424,118914,1
34429,50089,117961,118343,118514,118784,117906,290919,118786,1
6921,49696,117961,118052,122938,118784,147114,290919,118786,0
35376,2948,118315,118316,225010,118777,279443,308574,118779,1
18418,13828,117961,118300,118395,118396,300044,118398,118399,1
14354,27611,117916,117917,117920,127389,127390,19721,127391,1
45349,2078,118216,118587,117920,128093,139264,119184,128095,1
674,49961,117961,118225,118403,118321,117906,290919,118322,1
19481,21083,118106,118107,117941,117879,122853,19721,117880,1
28322,1755,117961,117962,119223,125793,139296,118643,125795,1
6921,85475,117961,118300,123472,122022,150273,119221,122024,1
26913,2286,117902,117903,120551,120773,118959,118960,120774,1
3853,5211,118290,118291,119837,118980,261436,118295,118982,1
20364,17789,117961,118052,119986,118321,117906,290919,118322,0
25993,4620,117961,118300,119181,118784,121873,290919,118786,1
18524,32242,117961,118327,253965,117905,117906,290919,117908,1
92383,17550,117961,118446,118684,118321,117906,290919,118322,1
42976,4713,117961,118052,120398,120357,238730,118424,120359,1
73586,63,119920,119921,142145,118321,156948,290919,118322,1
73756,17058,117961,118300,119488,118728,301534,118295,118730,1
15716,58874,117902,118041,117945,117946,118806,292795,117948,1
45127,13874,117961,118446,120368,117905,117906,290919,117908,1
77996,50952,117961,118327,118929,118321,117906,290919,118322,1
17308,132087,117961,118300,118301,118054,118443,117887,118055,1
42085,3656,117961,118300,118631,118924,153285,118667,118926,1
80531,4950,117961,118343,119598,120344,311360,118424,120346,1
80978,2781,117961,118300,118783,118451,130134,118453,118454,1
37732,46557,117922,117923,123279,179731,119617,117887,117973,1
70453,53546,117916,117917,117941,117885,117913,117887,117888,1
23164,8074,117961,118300,119181,124810,221283,249618,124812,1
36961,15541,118573,118574,118556,280788,127423,292795,119082,1
70452,82284,118953,118954,117884,117885,117913,117887,117888,1
5893,1958,118441,118442,118378,119192,300603,119184,119194,1
20299,11529,117929,117940,117884,117879,117886,19721,117880,1
7543,16986,118212,118213,123201,118784,118785,290919,118786,1
34799,3606,118169,118170,118179,126684,204891,292795,126685,1
96513,46608,118315,118463,122636,120773,123148,118960,120774,1
4675,3869,117961,118225,120050,117905,117906,290919,117908,1
45055,7505,117961,118300,119181,118321,117906,290919,118322,1
75078,84780,120864,121013,121961,118523,180407,118331,118525,1
4605,7545,117961,118300,119181,118784,120474,290919,118786,1
3853,4057,117961,118343,119598,118834,133686,118424,118836,1
45089,46254,117961,118327,126310,124886,306399,118643,124888,1
3658,6191,117961,118300,120297,118784,120474,290919,118786,1
40777,31851,118185,31010,117941,117885,117913,117887,117888,0
74990,49657,117961,118300,121405,117905,117906,290919,117908,1
27785,5119,117961,118300,119890,120006,133833,118424,120008,1
81091,2318,117961,118327,118933,118321,117906,290919,118322,1
79121,51235,120864,121013,124133,120344,303717,118424,120346,1
42801,81619,118990,118991,118992,117905,120828,290919,117908,1
3853,3883,117961,118343,119987,118536,132799,308574,118539,1
72055,18449,117961,118300,119181,118465,159686,118467,118468,1
44944,24916,91261,118026,118027,121143,260160,249618,121145,1
79739,30523,117961,118343,119984,123067,269406,118398,123068,1
39544,249,117961,118225,118403,117905,240983,290919,117908,1
29260,866,117961,118413,120526,118259,132668,290919,118261,1
81070,2612,117961,118327,123901,117905,117906,290919,117908,1
113726,5043,117961,118300,118458,118523,129545,118331,118525,1
73561,2818,119062,119091,6104,118451,130134,118453,118454,1
18418,120341,120342,120343,119076,120344,119078,118424,120346,1
41594,20102,117961,118327,123757,122129,187084,121916,122131,1
4675,69326,91261,118026,123656,118321,117906,290919,118322,1
81026,3692,117961,118413,126229,128230,302830,4673,128231,1
23921,101834,119134,119135,118042,118207,200069,270488,118209,1
79325,17733,117961,118300,119984,118890,125128,118398,118892,1
29289,56201,91261,118026,118746,118278,118260,290919,118279,1
972,3623,117961,118343,121747,307024,306404,118331,118332,1
23733,3295,118169,118170,118042,118043,129174,270488,118046,1
36031,44062,117961,117962,118910,118784,117906,290919,118786,1
27354,7460,117961,118300,118783,118784,147114,290919,118786,1
17278,49440,117961,118300,118631,118054,118054,117887,118055,1
79092,4145,117961,118300,120026,118834,311412,118424,118836,1
70452,58590,118953,118954,117884,117879,117886,19721,117880,1
40420,31577,11146,118491,117941,117879,117886,19721,117880,0
81254,6235,117961,118343,118437,307024,311622,118331,118332,1
27124,25618,117961,118327,118320,118523,310608,118331,118525,1
74867,70130,118595,118596,81476,118826,158101,118424,118828,1
5334,1409,117961,118300,120722,118784,117906,290919,118786,1
79501,44062,117961,117962,118910,118321,117906,290919,118322,1
87695,44038,117902,118041,118910,179731,118368,117887,117973,1
75078,101330,118315,118316,121820,118465,121821,118467,118468,1
39883,69326,91261,118026,123656,118321,117906,290919,118322,1
917,1550,117961,118225,123173,118054,120514,117887,118055,1
42085,70186,117961,117969,19666,118890,202872,118398,118892,1
25749,134819,121005,121006,117945,280788,155276,292795,119082,1
26391,49283,117961,118300,119195,118321,117906,290919,118322,1
74236,2071,117961,118386,118501,118502,130777,118504,118505,1
39264,3802,118573,118574,118623,118995,129731,292795,118997,1
38972,15621,117961,119256,120943,118995,286106,292795,118997,1
29621,13419,117961,118300,120059,119849,127733,118638,119851,1
73815,70664,118315,118463,118404,118777,279443,308574,118779,1
41385,55805,117961,118343,118856,132692,132693,270488,132694,1
78563,4952,117961,118343,120126,124576,124577,118424,124578,1
84264,8234,117961,118300,118783,117905,117906,290919,117908,1
16070,770,117961,118300,120722,118451,142600,118453,118454,1
23921,51243,117961,118300,123055,120344,134311,118424,120346,1
41470,50289,118269,118270,117878,118568,118568,19721,118570,1
75330,3399,118752,119070,119781,130479,145269,119784,130481,1
80990,31436,118582,120216,117895,117899,117899,19721,117900,1
42085,17611,117961,118052,118706,120418,249618,249618,120419,1
42207,11987,118006,118007,118008,118568,226012,19721,118570,1
6977,2781,117961,118300,118783,118054,118054,117887,118055,1
20897,15411,117961,118343,119796,118530,278014,118131,118532,1
19744,2068,117980,118076,131868,128093,276422,119184,128095,1
45444,50117,117961,118327,118507,118890,311441,118398,118892,1
41497,17138,118114,118115,117920,118568,281735,19721,118570,1
21719,18003,117961,117969,120620,118801,128638,19793,118803,1
278393,124625,118725,118726,119076,120789,158782,118424,120791,1
110602,828,117961,118300,124816,118321,117906,290919,118322,0
7543,2014,117961,117962,117904,118958,127525,118960,118961,1
41334,28246,118315,118463,123089,118784,121556,290919,118786,1
81295,1249,117961,117962,118910,117905,240983,290919,117908,0
17308,7032,117961,118225,120551,133306,133307,118205,133308,1
104687,7560,117961,118300,119195,117905,117906,290919,117908,1
25747,3053,117961,118225,120663,121594,131163,4673,121596,0
39863,2017,117961,118327,121645,118321,117906,290919,118322,1
25730,2395,117961,118300,123055,118728,301534,118295,118730,1
40438,18450,117961,118052,118821,117905,240983,290919,117908,1
78955,80413,247952,118164,117878,117885,117879,117887,117888,1
42608,4620,117961,118300,119181,117905,180083,290919,117908,1
42607,1012,117961,118225,119924,117905,117906,290919,117908,1
4675,25293,117961,118386,128823,118321,117906,290919,118322,1
1023,23345,117961,118327,120318,122060,130360,290919,122062,1
19816,3692,117961,118413,126229,121594,207709,4673,121596,1
33111,795,117961,118225,120551,118321,240983,290919,118322,1
80574,7683,118555,118178,117945,123670,305057,121916,123672,1
27826,1146,117961,118225,120663,118321,117906,290919,118322,1
79092,15646,117961,118343,119796,307024,123495,118331,118332,1
5349,19645,117961,118413,118481,117905,117906,290919,117908,1
35498,64418,118126,118237,118360,118129,130526,118131,118132,1
80813,49230,117961,118300,121176,118321,117906,290919,118322,1
79296,8606,117902,118041,118575,119949,131270,290919,119951,1
14930,15481,118212,118213,118921,118890,305057,118398,118892,1
39339,310697,117961,118343,118856,118321,117906,290919,118322,1
44722,16850,117961,118225,122298,119093,162960,119095,119096,1
30630,16147,118541,118542,120539,118777,308574,308574,118779,1
80022,134819,121005,121006,117945,280788,280788,292795,119082,1
22569,4261,118212,118213,126955,118321,173628,290919,118322,1
41618,122272,117961,118225,122273,122274,244154,3130,122275,1
75834,56193,117961,118300,120410,117905,117906,290919,117908,1
79206,59029,117887,118178,118320,117905,117906,290919,117908,1
35210,4478,117961,118386,118692,118321,117906,290919,118322,1
76917,8094,117961,118343,119142,118784,121556,290919,118786,0
82383,4743,119062,130600,120663,117905,117906,290919,117908,1
38268,21593,117926,118266,117941,118568,311184,19721,118570,0
15007,139593,117902,118041,119781,130479,179826,119784,130481,1
40311,6726,117961,117969,6725,122290,248267,6725,122292,1
4675,7389,117961,118386,118746,118451,152307,118453,118454,1
31945,30433,118541,118542,186536,119899,310825,19793,119900,1
42085,59000,118181,118182,117912,117885,117886,117887,117888,1
19989,16973,117961,118300,124942,117905,117906,290919,117908,1
38972,18096,118256,118257,118623,117946,119722,292795,117948,1
74037,55743,117961,118300,123719,118685,279443,308574,118687,1
79092,53190,117961,118300,19772,307024,200314,118331,118332,1
38708,6352,118114,118115,117941,117885,117913,117887,117888,1
1287,1311,117961,117962,118910,118451,123503,118453,118454,1
74142,1117,117961,118386,118352,117905,117906,290919,117908,1
30583,46617,118573,118574,117945,117946,144259,292795,117948,1
40202,5039,117961,118343,123125,118777,279443,308574,118779,1
87690,23200,117961,118343,123125,118784,117906,290919,118786,1
79711,7081,117961,118225,119924,118685,120316,308574,118687,1
19764,7553,117961,118225,118403,117905,240983,290919,117908,1
74327,41401,118212,118213,118128,118129,155539,118131,118132,1
109400,8715,117961,118052,119986,118321,117906,290919,118322,1
79285,23339,117961,118300,118360,118685,279443,308574,118687,1
38375,19736,122532,122533,119136,119137,141119,118474,119139,1
80202,7067,117961,118225,118403,117905,117906,290919,117908,1
20226,55163,118752,118753,118754,280788,280788,292795,119082,1
45784,4659,117961,118225,120663,117905,240983,290919,117908,1
79020,18236,117961,118052,120304,307024,129630,118331,118332,1
4675,5741,117961,118446,16232,118784,139332,290919,118786,1
80940,6482,117961,118343,118821,118321,117906,290919,118322,1
23921,1550,117961,118225,123173,119093,123174,119095,119096,1
17849,310371,119134,119135,119898,118674,281445,19793,118676,1
43379,49961,117961,118225,118403,117905,117906,290919,117908,1
15365,7519,91261,118026,120671,118321,117906,290919,118322,1
34451,7858,91261,118026,119362,119363,307210,118667,119365,1
79627,7022,119062,119091,118535,118321,117906,290919,118322,1
80553,3788,117961,118343,120722,118321,117906,290919,118322,1
17308,15626,117961,118386,129128,120516,307024,120518,120519,1
20293,46716,117929,117930,117941,117885,117913,117887,117888,1
43416,85343,117961,118327,118933,118784,117906,290919,118786,1
74627,55604,118023,118024,117895,117885,117955,117887,117888,1
5345,51773,117961,118446,118684,118321,240983,290919,118322,1
75078,5511,117961,118386,121668,117905,117906,290919,117908,1
19764,249,117961,118225,118403,117905,240983,290919,117908,1
838,22431,117961,118413,126229,120611,221283,249618,120613,0
32270,5197,117961,118343,127491,307024,294485,118331,118332,1
79092,6137,117961,118225,120551,118318,168365,118205,118319,1
16191,3005,117961,118413,118481,120690,136365,290919,120692,1
18913,50616,117989,117990,117884,118568,151645,19721,118570,1
256,50185,118216,118587,117884,117885,117913,117887,117888,1
80766,51172,117961,118225,120551,120690,120691,290919,120692,1
1581,1038,118887,118888,118889,118890,126250,118398,118892,1
35068,46610,117902,118041,118556,280788,280788,292795,119082,1
41758,92274,118315,118316,140453,129229,311378,119788,129231,1
36626,22599,117961,118343,119142,118685,131861,308574,118687,1
36735,50396,117975,117976,117884,118568,201770,19721,118570,1
43737,2594,117961,118300,120410,128230,302830,4673,128231,1
13878,57819,117980,117981,118810,119323,167397,19793,119325,0
25559,23345,117961,118327,119995,124775,160103,122032,124777,1
39264,86857,117902,118041,118556,280788,280788,292795,119082,1
